GROUP;CODE;NAME;YEAR;ANTIGEN;ANTIGEN_DESCRIPTION;COVERAGE_CATEGORY;COVERAGE_CATEGORY_DESCRIPTION;TARGET_NUMBER;DOSES;COVERAGE
COUNTRIES;ARM;Armenia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;95
COUNTRIES;AUS;Australia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;94
COUNTRIES;AUT;Austria;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;94
COUNTRIES;AZE;Azerbaijan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;BHS;Bahamas;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;89
COUNTRIES;BHR;Bahrain;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;BGD;Bangladesh;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;BRB;Barbados;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;85
COUNTRIES;BLR;Belarus;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;BEL;Belgium;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;BLZ;Belize;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;BEN;Benin;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;61
COUNTRIES;BTN;Bhutan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;BOL;Bolivia (Plurinational State of);2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;89
COUNTRIES;BIH;Bosnia and Herzegovina;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;68
COUNTRIES;BWA;Botswana;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;BRA;Brazil;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;BRN;Brunei Darussalam;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;BGR;Bulgaria;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;BFA;Burkina Faso;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;88
COUNTRIES;BDI;Burundi;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;88
COUNTRIES;CPV;Cabo Verde;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;KHM;Cambodia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;86
COUNTRIES;CMR;Cameroon;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;61
COUNTRIES;CAN;Canada;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;90
COUNTRIES;CAF;Central African Republic;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;41
COUNTRIES;TCD;Chad;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;41
COUNTRIES;CHL;Chile;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;CHN;China;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;COL;Colombia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;95
COUNTRIES;COM;Comoros;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;74
COUNTRIES;COG;Congo;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;75
COUNTRIES;COK;Cook Islands;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;CRI;Costa Rica;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;94
COUNTRIES;CIV;Côte d'Ivoire;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;74
COUNTRIES;HRV;Croatia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;CUB;Cuba;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;CYP;Cyprus;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;90
COUNTRIES;CZE;Czechia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;PRK;Democratic People's Republic of Korea;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;COD;Democratic Republic of the Congo;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;64
COUNTRIES;DNK;Denmark;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;95
COUNTRIES;DJI;Djibouti;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;86
COUNTRIES;DMA;Dominica;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;84
COUNTRIES;DOM;Dominican Republic;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;91
COUNTRIES;ECU;Ecuador;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;83
COUNTRIES;EGY;Egypt;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;94
COUNTRIES;SLV;El Salvador;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;87
COUNTRIES;GNQ;Equatorial Guinea;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;52
COUNTRIES;ERI;Eritrea;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;EST;Estonia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;87
COUNTRIES;SWZ;Eswatini;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;85
COUNTRIES;ETH;Ethiopia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;54
COUNTRIES;FJI;Fiji;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;95
COUNTRIES;FIN;Finland;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;FRA;France;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;90
COUNTRIES;GAB;Gabon;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;59
COUNTRIES;GMB;Gambia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;91
COUNTRIES;GEO;Georgia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;DEU;Germany;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;GHA;Ghana;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;GRC;Greece;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;GRD;Grenada;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;84
COUNTRIES;GTM;Guatemala;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;89
COUNTRIES;GIN;Guinea;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;47
COUNTRIES;GNB;Guinea-Bissau;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;79
COUNTRIES;GUY;Guyana;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;HTI;Haiti;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;69
COUNTRIES;HND;Honduras;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;91
COUNTRIES;HUN;Hungary;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;ISL;Iceland;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;IND;India;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;IDN;Indonesia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;89
COUNTRIES;IRN;Iran (Islamic Republic of);2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;IRQ;Iraq;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;85
COUNTRIES;IRL;Ireland;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;ISR;Israel;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;ITA;Italy;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;JAM;Jamaica;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;89
COUNTRIES;JPN;Japan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;JOR;Jordan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;KAZ;Kazakhstan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;KEN;Kenya;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;KIR;Kiribati;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;84
COUNTRIES;KWT;Kuwait;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;KGZ;Kyrgyzstan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;LAO;Lao People's Democratic Republic;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;86
COUNTRIES;LVA;Latvia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;LBN;Lebanon;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;81
COUNTRIES;LSO;Lesotho;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;90
COUNTRIES;LBR;Liberia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;74
COUNTRIES;LBY;Libya;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;73
COUNTRIES;LTU;Lithuania;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;LUX;Luxembourg;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;MDG;Madagascar;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;68
COUNTRIES;MWI;Malawi;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;87
COUNTRIES;MYS;Malaysia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;MDV;Maldives;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;MLI;Mali;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;71
COUNTRIES;MLT;Malta;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;MHL;Marshall Islands;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;83
COUNTRIES;MRT;Mauritania;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;78
COUNTRIES;MUS;Mauritius;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;MEX;Mexico;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;FSM;Micronesia (Federated States of);2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;73
COUNTRIES;MCO;Monaco;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;88
COUNTRIES;MNG;Mongolia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;MNE;Montenegro;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;42
COUNTRIES;MAR;Morocco;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;MOZ;Mozambique;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;83
COUNTRIES;MMR;Myanmar;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;NAM;Namibia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;82
COUNTRIES;NRU;Nauru;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;NPL;Nepal;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;91
COUNTRIES;NLD;Netherlands (Kingdom of the);2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;NZL;New Zealand;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;NIC;Nicaragua;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;NER;Niger;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;77
COUNTRIES;NGA;Nigeria;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;56
COUNTRIES;NIU;Niue;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;MKD;North Macedonia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;75
COUNTRIES;NOR;Norway;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;PSE;occupied Palestinian territory, including east Jerusalem;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;OMN;Oman;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;PAK;Pakistan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;79
COUNTRIES;PLW;Palau;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;90
COUNTRIES;PAN;Panama;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;PNG;Papua New Guinea;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;37
COUNTRIES;PRY;Paraguay;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;PER;Peru;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;86
COUNTRIES;PHL;Philippines;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;82
COUNTRIES;POL;Poland;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;PRT;Portugal;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;QAT;Qatar;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;KOR;Republic of Korea;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;MDA;Republic of Moldova;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;ROU;Romania;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;90
COUNTRIES;RUS;Russian Federation;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;RWA;Rwanda;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;KNA;Saint Kitts and Nevis;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;LCA;Saint Lucia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;86
COUNTRIES;VCT;Saint Vincent and the Grenadines;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;WSM;Samoa;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;40
COUNTRIES;SMR;San Marino;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;89
COUNTRIES;STP;Sao Tome and Principe;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;95
COUNTRIES;SAU;Saudi Arabia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;SEN;Senegal;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;86
COUNTRIES;SRB;Serbia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;SYC;Seychelles;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;SLE;Sierra Leone;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;87
COUNTRIES;SGP;Singapore;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;SVK;Slovakia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;SVN;Slovenia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;SLB;Solomon Islands;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;93
COUNTRIES;SOM;Somalia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;46
COUNTRIES;ZAF;South Africa;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;81
COUNTRIES;SSD;South Sudan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;61
COUNTRIES;ESP;Spain;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;LKA;Sri Lanka;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;SDN;Sudan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;88
COUNTRIES;SUR;Suriname;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;77
COUNTRIES;SWE;Sweden;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;CHE;Switzerland;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;95
COUNTRIES;SYR;Syrian Arab Republic;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;74
COUNTRIES;TJK;Tajikistan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;98
COUNTRIES;THA;Thailand;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;TLS;Timor-Leste;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;77
COUNTRIES;TGO;Togo;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;71
COUNTRIES;TON;Tonga;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;TTO;Trinidad and Tobago;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;90
COUNTRIES;TUN;Tunisia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;TUR;Türkiye;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;TKM;Turkmenistan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;TUV;Tuvalu;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;88
COUNTRIES;UGA;Uganda;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;86
COUNTRIES;UKR;Ukraine;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;91
COUNTRIES;ARE;United Arab Emirates;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;GBR;United Kingdom of Great Britain and Northern Ireland;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;TZA;United Republic of Tanzania;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;88
